state,year,votes,category,perwt,cat,question_id_mapped,region,respondents,question,democrat,total,democrat_cred,votes_total,votes_dem
TX,2012,7993851,asian,509650,race_sel,260,South,,,,2.63853604098176,66,210920.63969738,139207.622200271
TX,2012,7993851,black,2136458,race_sel,260,South,,,,12.6937841083123,95.2362874958726,1014722.18788017,966383.740133963
TX,2012,7993851,latino,4539748,race_sel,260,South,,,,29.1883036818262,61.9304985560116,2333269.5057527,1445005.43756803
TX,2012,7993851,other,255958,race_sel,260,South,,,,1.63170030612011,55.4526033154331,130435.691237786,72329.9864438325
TX,2012,7993851,white,9105840,race_sel,260,South,,,,53.8476758627597,32.7462617749132,4304502.97543197,1409563.81244388
TX,2012,7993851,0,12112327,inc_sel,917,South,,,,70.6346968080758,52.2220257290793,5646432.41713933,2948681.38965357
TX,2012,7993851,1,4435327,inc_sel,917,South,,,,29.3653031919243,43.8952672575615,2347418.58286067,1030405.66060035
TX,2016,8975000,0,11605313,educ_sel,1951,South,2827,Are you a college graduate?,43,49,43,4397750,1891032.5
TX,2016,8975000,1,5952949,educ_sel,1951,South,2827,Are you a college graduate?,43,51,43,4577250,1968217.5
TX,2016,8975000,asian,621408,race_sel,260,South,2827,Race,72,5,72,448750,323100
TX,2016,8975000,black,2291292,race_sel,260,South,2827,Race,84,11,84.9423223971899,987250,838593.077866257
TX,2016,8975000,latino,5036909,race_sel,260,South,2827,Race,61,24,61,2154000,1313940
TX,2016,8975000,other,291383,race_sel,260,South,2827,Race,,3,56.6608608331314,269250,152559.367793206
TX,2016,8975000,white,9317270,race_sel,260,South,2827,Race,26,57,26,5115750,1330095
TX,2016,8975000,0,12195368,inc_sel,917,South,2827,Income,48,61,48,5474750,2627880
TX,2016,8975000,1,5362894,inc_sel,917,South,2827,Income,41,39,41,3500250,1435102.5
UT,2008,971185,0,1143896,educ_sel,1951,West,,,,53.2432711002396,61,517090.662434863,315425.304085266
UT,2008,971185,1,612387,educ_sel,1951,West,,,,46.7567288997604,60,454094.337565138,272456.602539083
UT,2008,971185,asian,33240,race_sel,260,West,555,Vote by Race,,1,66.6212867592178,9711.85,6470.15943812509
UT,2008,971185,black,13524,race_sel,260,West,555,Vote by Race,,1,94,9711.85,9129.139
UT,2008,971185,latino,104013,race_sel,260,West,555,Vote by Race,,5,69.4700287699654,48559.25,33734.1249454794
UT,2008,971185,other,35721,race_sel,260,West,555,Vote by Race,,3,70.071427376871,29135.55,20415.6957591019
UT,2008,971185,white,1569785,race_sel,260,West,555,Vote by Race,31,90,31,874066.5,270960.615
UT,2012,1028786,0,1154310,educ_sel,1951,West,,,,52.451660456207,52.2514664484176,539615.339540993,281956.928090777
UT,2012,1028786,1,680094,educ_sel,1951,West,,,,47.548339543793,51.5591607062344,489170.660459007,252212.286953807
UT,2012,1028786,asian,43138,race_sel,260,West,,,,1.91114207571337,67.0899254988581,19661.5621150485,13190.9273748978
UT,2012,1028786,black,15405,race_sel,260,West,,,,0.868322199468075,93.467974610502,8933.17722301963,8349.65981872314
UT,2012,1028786,latino,138849,race_sel,260,West,,,,6.2355828524512,69.7794082440254,64150.8034044186,44764.0509993914
UT,2012,1028786,other,42947,race_sel,260,West,,,,2.11715672491321,61.2874948463417,21781.0119839656,13349.036597154
UT,2012,1028786,white,1594065,race_sel,260,West,,,,88.8677961474541,43.3204519104642,914259.445273548,396061.323326604
UT,2012,1028786,0,1346075,inc_sel,917,West,,,,74.3188704537206,54.4351320433651,764582.134586014,416201.294541876
UT,2012,1028786,1,488329,inc_sel,917,West,,,,25.6811295462794,46.5080258864151,264203.865413986,122876.002119646
UT,2016,1152369,0,1208862,educ_sel,1951,West,1203,Are you a college graduate?,27,49,27,564660.81,152458.4187
UT,2016,1152369,1,738896,educ_sel,1951,West,1203,Are you a college graduate?,29,51,29,587708.19,170435.3751
UT,2016,1152369,asian,46376,race_sel,260,West,1203,Race,,1,67.1197511664075,11523.69,7734.67205318818
UT,2016,1152369,black,18974,race_sel,260,West,1203,Race,,1,83.6044303797469,11523.69,9634.31538322785
UT,2016,1152369,latino,156273,race_sel,260,West,1203,Race,62,9,61.9971679781442,103713.21,64299.2530192255
UT,2016,1152369,other,55476,race_sel,260,West,1203,Race,,3,50.3396265134414,34571.07,17402.9475197004
UT,2016,1152369,white,1670659,race_sel,260,West,1203,Race,23,86,23,991037.34,227938.5882
UT,2016,1152369,0,1359702,inc_sel,917,West,,,,68.1108476337491,53.9602312600793,784888.293768558,423527.538450804
UT,2016,1152369,1,588056,inc_sel,917,West,,,,31.8891523662509,48.4340454338749,367480.706231442,177985.772216861
VA,2008,3753059,0,3503536,educ_sel,1951,South,,,,49.7562747510607,60,1867382.34760941,1120429.40856565
VA,2008,3753059,1,2045812,educ_sel,1951,South,,,,50.2437252489393,62,1885676.65239059,1169119.52448216
VA,2008,3753059,asian,187278,race_sel,260,South,2466,Vote by Race,,3,66.6212867592178,112591.77,75010.0859589789
VA,2008,3753059,black,1077540,race_sel,260,South,2466,Vote by Race,92,20,92,750611.8,690562.856
VA,2008,3753059,latino,183082,race_sel,260,South,2466,Vote by Race,65,5,61.5982222222222,183082,112775.257208889
VA,2008,3753059,other,80173,race_sel,260,South,2466,Vote by Race,,2,70.071427376871,75061.18,52596.4402319224
VA,2008,3753059,white,4021275,race_sel,260,South,2466,Vote by Race,39,70,39,2627141.3,1024585.107
VA,2012,3888186,0,3550786,educ_sel,1951,South,3215,Are You a College Graduate?,49,46,49,1788565.56,876397.1244
VA,2012,3888186,1,2332009,educ_sel,1951,South,3215,Are You a College Graduate?,52,54,52,2099620.44,1091802.6288
VA,2012,3888186,asian,233641,race_sel,260,South,3215,Vote by Race,66,3,66,116645.58,76986.0828
VA,2012,3888186,black,1133338,race_sel,260,South,3215,Vote by Race,93,20,93,777637.2,723202.596
VA,2012,3888186,latino,271115,race_sel,260,South,3215,Vote by Race,64,5,62.4478739170087,194409.3,121404.474546939
VA,2012,3888186,other,118806,race_sel,260,South,3215,Vote by Race,,2,55.4526033154331,77763.72,43122.0071749241
VA,2012,3888186,white,4125895,race_sel,260,South,3215,Vote by Race,37,70,37,2721730.2,1007040.174
VA,2012,3888186,0,3896685,inc_sel,917,South,3215,Vote by Income,54,66,54,2566202.76,1385749.4904
VA,2012,3888186,1,1986110,inc_sel,917,South,3215,Vote by Income,47,34,47,1321983.24,621332.1228
VA,2016,3982752,0,3569244,educ_sel,1951,South,2942,Are you a college graduate?,44,46,44,1832065.92,806109.0048
VA,2016,3982752,1,2498126,educ_sel,1951,South,2942,Are you a college graduate?,55,54,55,2150686.08,1182877.344
VA,2016,3982752,asian,286255,race_sel,260,South,2942,Race,,3,72,119482.56,86027.4432
VA,2016,3982752,black,1169651,race_sel,260,South,2942,Race,88,21,88,836377.92,736012.5696
VA,2016,3982752,latino,312705,race_sel,260,South,2942,Race,65,6,63.323743809178,238965.12,151321.660382095
VA,2016,3982752,other,141377,race_sel,260,South,2942,Race,,3,56.6608608331314,119482.56,67699.8470414627
VA,2016,3982752,white,4157382,race_sel,260,South,2942,Race,35,67,35,2668443.84,933955.344
VA,2016,3982752,0,3861646,inc_sel,917,South,2942,Income,50,60,50,2389651.2,1194825.6
VA,2016,3982752,1,2205724,inc_sel,917,South,2942,Income,51,40,51,1593100.8,812481.408
VT,2008,326822,0,299749,educ_sel,1951,Northeast,,,,48.9985858836832,60.6382751532733,160138.158356771,97105.0170897633
VT,2008,326822,1,184114,educ_sel,1951,Northeast,,,,51.0014141163168,64.7086219578238,166683.841643229,107858.816953695
VT,2008,326822,asian,2292,race_sel,260,Northeast,862,Vote by Race,,1,66.6212867592178,2292,1526.95989252127
VT,2008,326822,black,1917,race_sel,260,Northeast,862,Vote by Race,,1,95.6250352166092,1917,1833.1319251024
VT,2008,326822,latino,3847,race_sel,260,Northeast,862,Vote by Race,,1,75.3838231799097,3268.22,2463.70918593044
VT,2008,326822,other,9720,race_sel,260,Northeast,862,Vote by Race,,2,70.071427376871,6536.44,4580.17680763275
VT,2008,326822,white,466087,race_sel,260,Northeast,862,Vote by Race,68,95,68,310480.9,211127.012
VT,2012,301793,0,297972,educ_sel,1951,Northeast,950,Are You a College Graduate?,60,42,60,126753.06,76051.836
VT,2012,301793,1,196811,educ_sel,1951,Northeast,950,Are You a College Graduate?,72,58,72,175039.94,126028.7568
VT,2012,301793,asian,3278,race_sel,260,Northeast,950,Vote by Race,,1,66.923240363423,3017.93,2019.69654789985
VT,2012,301793,black,3854,race_sel,260,Northeast,950,Vote by Race,,1,93.4742722207185,3017.93,2820.98810363073
VT,2012,301793,latino,7732,race_sel,260,Northeast,950,Vote by Race,,2,83.2840731722545,6035.86,5026.91005897484
VT,2012,301793,other,8058,race_sel,260,Northeast,950,Vote by Race,,2,60.0409756340874,6035.86,3623.98923190762
VT,2012,301793,white,471861,race_sel,260,Northeast,950,Vote by Race,66,95,66,286703.35,189224.211
VT,2012,301793,0,377429,inc_sel,917,Northeast,950,Vote by Income,68,73,68,220308.89,149810.0452
VT,2012,301793,1,117354,inc_sel,917,Northeast,950,Vote by Income,67,27,67,81484.11,54594.3537
VT,2016,320467,0,290876,educ_sel,1951,Northeast,,,,45.2448423701167,43.5477615059523,144994.788998242,63141.9849090131
VT,2016,320467,1,206290,educ_sel,1951,Northeast,,,,54.7551576298833,56.6205749157784,175472.211001758,99353.3746866233
VT,2016,320467,asian,4824,race_sel,260,Northeast,,,,0.395242311129015,68.2612566398041,1266.62117720582,864.611532426572
VT,2016,320467,black,4083,race_sel,260,Northeast,,,,0.988688153482923,91.1736427383793,3168.41926482212,2888.7632609629
VT,2016,320467,latino,6523,race_sel,260,Northeast,,,,1.05893085205034,74.8520105839824,3393.52393364015,2540.1208939783
VT,2016,320467,other,9477,race_sel,260,Northeast,,,,2.64784715941339,53.4807199270437,8485.47635635732,4538.09384461897
VT,2016,320467,white,472259,race_sel,260,Northeast,,,,94.9092915239243,44.0383544557543,304152.959267975,133943.958290097
VT,2016,320467,0,347698,inc_sel,917,Northeast,,,,70.5139873896494,52.15136341682,225974.059967988,117848.553241648
VT,2016,320467,1,149468,inc_sel,917,Northeast,,,,29.4860126103506,49.5818875415309,94492.9400320121,46851.3832613584
WA,2008,3071587,0,2860995,educ_sel,1951,West,,,,50.0392349959177,61,1536998.63703406,937569.168590776
WA,2008,3071587,1,1741388,educ_sel,1951,West,,,,49.9607650040823,60,1534588.36296594,920753.017779565
WA,2008,3071587,asian,243522,race_sel,260,West,1241,Vote by Race,,3,66.6212867592178,92147.61,61389.9234998657
WA,2008,3071587,black,142180,race_sel,260,West,1241,Vote by Race,,4,94,122863.48,115491.6712
WA,2008,3071587,latino,217134,race_sel,260,West,1241,Vote by Race,,7,69.4700287699654,215011.09,149368.266081616
WA,2008,3071587,other,183307,race_sel,260,West,1241,Vote by Race,,3,70.071427376871,92147.61,64569.1456206723
WA,2008,3071587,white,3816240,race_sel,260,West,1241,Vote by Race,55,83,55,2549417.21,1402179.4655
WA,2012,3172939,0,2951932,educ_sel,1951,West,1437,Are You a College Graduate?,54,52,54,1649928.28,890961.2712
WA,2012,3172939,1,1928053,educ_sel,1951,West,1437,Are You a College Graduate?,58,48,58,1523010.72,883346.2176
WA,2012,3172939,asian,302006,race_sel,260,West,1437,Vote by Race,,6,67.0899254988581,190376.34,127723.344673453
WA,2012,3172939,black,165955,race_sel,260,West,1437,Vote by Race,,3,93.467974610502,95188.17,88970.4545678015
WA,2012,3172939,latino,298620,race_sel,260,West,1437,Vote by Race,,10,69.7794082440254,298620,208375.268898309
WA,2012,3172939,other,214578,race_sel,260,West,1437,Vote by Race,,5,61.2874948463417,158646.95,97230.7413051283
WA,2012,3172939,white,3898826,race_sel,260,West,1437,Vote by Race,53,76,53,2411433.64,1278059.8292
WA,2012,3172939,0,3483741,inc_sel,917,West,1437,Vote by Income,56,73,56,2316245.47,1297097.4632
WA,2012,3172939,1,1396244,inc_sel,917,West,1437,Vote by Income,59,27,59,856693.53,505449.1827
WA,2016,3363440,0,2986613,educ_sel,1951,West,1024,Are you a college graduate?,51,47,51,1580816.8,806216.568
WA,2016,3363440,1,2101035,educ_sel,1951,West,1024,Are you a college graduate?,57,53,57,1782623.2,1016095.224
WA,2016,3363440,asian,331107,race_sel,260,West,1024,Race,,7,67.1197511664075,235440.8,158027.279104199
WA,2016,3363440,black,180026,race_sel,260,West,1024,Race,,2,83.6044303797469,67268.8,56239.6970632912
WA,2016,3363440,latino,347132,race_sel,260,West,1024,Race,,7,61.9943359562884,235440.8,145959.960530173
WA,2016,3363440,other,243942,race_sel,260,West,1024,Race,,4,50.3396265134414,134537.6,67725.7253601477
WA,2016,3363440,white,3985441,race_sel,260,West,1024,Race,51,81,51,2724386.4,1389437.064
WA,2016,3363440,0,3453746,inc_sel,917,West,1024,Income,51,67,51,2253504.8,1149287.448
WA,2016,3363440,1,1633902,inc_sel,917,West,1024,Income,59,33,59,1109935.2,654861.768
WI,2008,2997086,0,2855410,educ_sel,1951,North Central,,,,57.6740196638508,65,1728539.96898252,1123550.97983864
WI,2008,2997086,1,1334704,educ_sel,1951,North Central,,,,42.3259803361492,56,1268546.03101748,710385.777369789
WI,2008,2997086,asian,54157,race_sel,260,North Central,2545,Vote by Race,,1,66.6212867592178,29970.86,19966.9725848037
WI,2008,2997086,black,210041,race_sel,260,North Central,2545,Vote by Race,91,5,93.7493001341166,149854.3,140487.357470879
WI,2008,2997086,latino,105863,race_sel,260,North Central,2545,Vote by Race,,3,71.0987839297537,89912.58,63926.7509798669
WI,2008,2997086,other,69079,race_sel,260,North Central,2545,Vote by Race,,2,70.071427376871,59941.72,42002.0187982473
WI,2008,2997086,white,3750974,race_sel,260,North Central,2545,Vote by Race,54,89,54,2667406.54,1440399.5316
WI,2012,3068434,0,2784822,educ_sel,1951,North Central,3845,Are You a College Graduate?,51,58,51,1779691.72,907642.7772
WI,2012,3068434,1,1486962,educ_sel,1951,North Central,3845,Are You a College Graduate?,53,42,53,1288742.28,683033.4084
WI,2012,3068434,asian,59456,race_sel,260,North Central,3845,Vote by Race,,1,66.923240363423,30684.34,20534.95461213
WI,2012,3068434,black,235988,race_sel,260,North Central,3845,Vote by Race,94,7,94.350667780871,214790.38,202656.15785907
WI,2012,3068434,latino,134658,race_sel,260,North Central,3845,Vote by Race,66,4,66.1074866631904,122737.36,81138.583892752
WI,2012,3068434,other,78876,race_sel,260,North Central,3845,Vote by Race,,2,60.0409756340874,61368.68,36846.354205761
WI,2012,3068434,white,3762806,race_sel,260,North Central,3845,Vote by Race,48,86,48,2638853.24,1266649.5552
WI,2012,3068434,0,3276719,inc_sel,917,North Central,3845,Vote by Income,56,79,56,2424062.86,1357475.2016
WI,2012,3068434,1,995065,inc_sel,917,North Central,3845,Vote by Income,39,21,39,644371.14,251304.7446
WI,2016,2976150,0,2746505,educ_sel,1951,North Central,3047,Are you a college graduate?,40,55,40,1636882.5,654753
WI,2016,2976150,1,1596805,educ_sel,1951,North Central,3047,Are you a college graduate?,55,45,55,1339267.5,736597.125
WI,2016,2976150,asian,76591,race_sel,260,North Central,3047,Race,,1,68.2612566398041,29761.5,20315.5738948553
WI,2016,2976150,black,246980,race_sel,260,North Central,3047,Race,92,7,90.6261831610044,208330.5,188801.980510236
WI,2016,2976150,latino,159247,race_sel,260,North Central,3047,Race,63,4,62.7737382794986,119046,74729.6244722119
WI,2016,2976150,other,85437,race_sel,260,North Central,3047,Race,,2,53.4807199270437,59523,31833.3289221742
WI,2016,2976150,white,3775055,race_sel,260,North Central,3047,Race,42,86,42,2559489,1074985.38
WI,2016,2976150,0,3175829,inc_sel,917,North Central,3047,Income,48,73,48,2172589.5,1042842.96
WI,2016,2976150,1,1167481,inc_sel,917,North Central,3047,Income,48,27,48,803560.5,385709.04
WV,2008,731691,0,1116130,educ_sel,1951,South,,,,67.6031544865732,60,494646.197094353,296787.718256612
WV,2008,731691,1,309297,educ_sel,1951,South,,,,32.3968455134268,62,237044.802905647,146967.777801501
WV,2008,731691,asian,5221,race_sel,260,South,1039,Vote by Race,,1,66.6212867592178,5221,3478.29738169876
WV,2008,731691,black,49301,race_sel,260,South,1039,Vote by Race,,2,95.5335409265615,14633.82,13980.2064188193
WV,2008,731691,latino,10852,race_sel,260,South,1039,Vote by Race,,3,60.4642962962963,10852,6561.58543407407
WV,2008,731691,other,16630,race_sel,260,South,1039,Vote by Race,,1,70.071427376871,7316.91,5127.06327688101
WV,2008,731691,white,1343423,race_sel,260,South,1039,Vote by Race,41,94,41,687789.54,281993.7114
WV,2012,670438,0,1123232,educ_sel,1951,South,,,,66.2791273174549,49.3060325657402,444360.455604598,219096.510949674
WV,2012,670438,1,335675,educ_sel,1951,South,,,,33.7208726825451,49.521038950776,226077.544395402,111955.948819005
WV,2012,670438,asian,5697,race_sel,260,South,,,,0.341337732371836,66,2288.45786615909,1510.382191665
WV,2012,670438,black,46729,race_sel,260,South,,,,3.21314491271782,95.2362874958726,21542.1444899271,20515.9386592033
WV,2012,670438,latino,12925,race_sel,260,South,,,,0.961733489218586,61.9304985560116,6447.82677044731,3993.171264966
WV,2012,670438,other,21037,race_sel,260,South,,,,1.55203878956786,55.4526033154331,10405.457820003,5770.09724808096
WV,2012,670438,white,1372519,race_sel,260,South,,,,93.9317450761239,32.7462617749132,629754.113053464,206220.93039877
WV,2012,670438,0,1211012,inc_sel,917,South,,,,81.1424318203827,52.2220257290793,544009.697047937,284092.88396106
WV,2012,670438,1,247895,inc_sel,917,South,,,,18.8575681796173,43.8952672575615,126428.302952063,55496.0414700075
WV,2016,713051,0,1092770,educ_sel,1951,South,,,,62.0552068792807,42.7699097371566,442485.27320478,189250.551949895
WV,2016,713051,1,358032,educ_sel,1951,South,,,,37.9447931207193,47.6575247973468,270565.72679522,128944.928340554
WV,2016,713051,asian,8943,race_sel,260,South,,,,0.621200911950682,72,4429.47931467346,3189.22510656489
WV,2016,713051,black,53414,race_sel,260,South,,,,3.35689051978647,87.7692895887596,23936.3414202427,21008.756818087
WV,2016,713051,latino,15414,race_sel,260,South,,,,0.925684543351731,61.6474876183559,6600.60289321495,4069.10585133153
WV,2016,713051,other,16219,race_sel,260,South,,,,1.77393008883534,56.6608608331314,12649.0262377413,7167.04715331288
WV,2016,713051,white,1356812,race_sel,260,South,,,,93.3222939360758,29.3983957197616,665435.550134128,195627.376288403
WV,2016,713051,0,1173272,inc_sel,917,South,,,,76.2465365143381,48.5656534531744,543676.691080853,264040.137696013
WV,2016,713051,1,277530,inc_sel,917,South,,,,23.753463485662,41.335218022973,169374.308919147,70011.2398666334
WY,2008,256035,0,281737,educ_sel,1951,West,,,,59.900998203843,61,153367.520751209,93554.1876582377
WY,2008,256035,1,114975,educ_sel,1951,West,,,,40.099001796157,60,102667.479248791,61600.4875492744
WY,2008,256035,asian,1750,race_sel,260,West,860,Vote by Race,,1,66.6212867592178,1750,1165.87251828631
WY,2008,256035,black,3967,race_sel,260,West,860,Vote by Race,,0,94,0,0
WY,2008,256035,latino,23190,race_sel,260,West,860,Vote by Race,,5,69.4700287699654,12801.75,8893.37940805904
WY,2008,256035,other,12105,race_sel,260,West,860,Vote by Race,,2,70.071427376871,5120.7,3588.14758168743
WY,2008,256035,white,355700,race_sel,260,West,860,Vote by Race,32,91,32,232991.85,74557.392
WY,2012,250701,0,290384,educ_sel,1951,West,,,,57.3242634095052,52.2514664484176,143712.501610264,75091.8895610686
WY,2012,250701,1,140503,educ_sel,1951,West,,,,42.6757365904948,51.5591607062344,106988.498389736,55162.3718219512
WY,2012,250701,asian,1685,race_sel,260,West,,,,0.316739198146313,67.0899254988581,794.068337144788,532.73985580046
WY,2012,250701,black,3305,race_sel,260,West,,,,0.790423066010309,93.467974610502,1981.5985307185,1852.16001157405
WY,2012,250701,latino,31171,race_sel,260,West,,,,5.93955588250463,69.7794082440254,14890.5259929979,10390.5209223367
WY,2012,250701,other,15188,race_sel,260,West,,,,3.17679875900229,61.2874948463417,7964.26625680633,4881.09927168911
WY,2012,250701,white,379538,race_sel,260,West,,,,89.7764830943365,43.3204519104642,225070.540882332,97501.5754275524
WY,2012,250701,0,328092,inc_sel,917,West,,,,77.0158590038731,54.4351320433651,193079.5286813,105103.096386372
WY,2012,250701,1,102795,inc_sel,917,West,,,,22.9841409961269,46.5080258864151,57621.4713187002,26798.6087970343
WY,2016,258788,0,282634,educ_sel,1951,West,,,,51.2656107910883,45.8582904562359,132669.248854042,60839.8494855928
WY,2016,258788,1,153669,educ_sel,1951,West,,,,48.7343892089117,52.1881125637589,126118.751145958,65818.9958120597
WY,2016,258788,asian,4248,race_sel,260,West,,,,0.836741983454401,67.1197511664075,2165.38784414198,1453.40293277573
WY,2016,258788,black,2593,race_sel,260,West,,,,0.482590201152559,83.6044303797469,1248.88552975868,1044.12363324983
WY,2016,258788,latino,30743,race_sel,260,West,,,,6.7941648257736,61.9943359562884,17582.483269323,10900.1437474423
WY,2016,258788,other,14842,race_sel,260,West,,,,3.1635849446394,50.3396265134414,8186.97820653342,4121.29425190577
WY,2016,258788,white,383877,race_sel,260,West,,,,88.72291804498,41.7123031202578,229604.265150243,95773.2270565097
WY,2016,258788,0,300634,inc_sel,917,West,,,,67.1802186711711,53.9602312600793,173854.34429475,93812.2062371416
WY,2016,258788,1,135669,inc_sel,917,West,,,,32.8197813288289,48.4340454338749,84933.6557052498,41136.8053929316
